|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
21463|linezolid|Bacterial Skin Infection|1|NCT00949130|2010-03-31|180.0|4.0|1.0|5.0|2.0|1|0|0|1|0|1|1|18.0|80.0|15.0|1.0|2.0|1.0|136|180.0|180.0|4.0|4.0|1.0|5.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|80.0|15.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
632|lisinopril|Hypertension|1|NCT00605072|2011-12-31|53.0|47.0|3.0|2.0|3.0|1|0|0|1|0|1|1|60.0|99.0|2.0|0.0|2.0|1.0|1446|53.0|53.0|47.0|47.0|3.0|2.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|60.0|99.0|2.0|0.0|2.0|1.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
630|lisinopril|Hypertension|1|NCT01234922|2013-12-31|6.0|34.0|1.0|1.0|4.0|1|0|1|1|0|1|1|18.0|99.0|1.0|1.0|2.0|0.0|2177|59.0|29.5|81.0|40.5|4.0|3.0|7.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|2.0|1.0|2.0|1.0|2.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
631|lisinopril|Hypertension|1|NCT01984164|2018-12-03|176.0||2.0|6.0|2.0|1|0|1|1|0|1|1|55.0|99.0|1.0|0.0|2.0|1.0|3975|235.0|78.33333333333333|81.0|40.5|6.0|9.0|9.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|2.0|1.0|2.0|1.0|3.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
592|lisinopril|Other Heart Disease/Failure|1|NCT00874432|2009-12-31|43.0|11.0|1.0|2.0|4.0|1|0|1|1|1|1|1|60.0|89.0|1.0|0.0|2.0|1.0|350|43.0|43.0|11.0|11.0|1.0|2.0|4.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|60.0|89.0|1.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
22293|lisofylline|Type 1 Diabetes|0|NCT00464555|2011-11-30|5.0|59.0|1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|65.0|2.0|0.0|0.0|0.0|1811|5.0|5.0|59.0|59.0|1.0|2.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|2.0|0.0|0.0|0.0|1.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22294|lisofylline|Type 1 Diabetes|0|NCT01603121|2013-05-31|1.0|15.0|1.0|2.0|2.0|1|0|1|1|0|1|1|18.0|45.0|1.0|0.0|2.0|0.0|2359|6.0|3.0|74.0|37.0|2.0|4.0|3.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|65.0|2.0|0.0|2.0|0.0|2.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
24503|litoxetine|Urinary Incontinence|0|NCT03397771|2019-05-30|84.0||1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|2.0|0.0|422|84.0|84.0|||1.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|70.0|1.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
23960|lixivaptan|Diabetic Complications|0|NCT03487913|2019-12-02|31.0||46.0|8.0|4.0|1|0|0|1|0|1|1|18.0|65.0|13.0|1.0|2.0|1.0|444|31.0|31.0|||46.0|8.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|13.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
16841|lopinavirritonavir|HIV|1|NCT00004578|2005-04-30|100.0|90.0|2.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|10.0|0.0|0.0|0.0|2723|100.0|100.0|90.0|90.0|2.0|1.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|10.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16862|lopinavirritonavir|HIV|1|NCT00084149|2008-01-31|54.0|47.0|1.0|6.0|2.0|1|0|0|1|0|1|1|18.0|99.0|4.0|0.0|2.0|0.0|3729|154.0|77.0|137.0|68.5|3.0|7.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|10.0|0.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16860|lopinavirritonavir|HIV|1|NCT00109590|2008-10-31|175.0|28.0|6.0|6.0|3.0|1|0|0|0|0|1|0|18.0|99.0|7.0|0.0|0.0|0.0|4003|329.0|109.66666666666667|165.0|55.0|9.0|13.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|10.0|0.0|2.0|0.0|3.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16858|lopinavirritonavir|HIV|1|NCT00270296|2009-03-31|730.0|33.0|2.0|0.0|3.0|1|1|0|0|1|1|1|18.0|99.0|4.0|0.0|0.0|0.0|4154|1059.0|264.75|198.0|49.5|11.0|13.0|10.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|18.0|99.0|10.0|0.0|2.0|0.0|4.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16876|lopinavirritonavir|HIV|1|NCT00090779|2009-07-31|130.0|54.0|3.0|6.0|2.0|1|0|0|1|0|1|1|18.0|99.0|27.0|0.0|2.0|0.0|4276|1189.0|237.8|252.0|50.4|14.0|19.0|12.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|18.0|99.0|27.0|0.0|2.0|0.0|5.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16864|lopinavirritonavir|HIV|1|NCT00099632|2010-04-30|484.0|49.0|1.0|4.0|6.0|1|1|0|0|0|1|0|13.0|99.0|8.0|0.0|2.0|2.0|4549|1673.0|278.8333333333333|301.0|50.166666666666664|15.0|23.0|18.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|13.0|99.0|27.0|0.0|2.0|2.0|6.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
16842|lopinavirritonavir|HIV|1|NCT00307151|2010-12-31|452.0|60.0|1.0|8.0|4.0|0|1|0|0|0|1|1|2.0|36.0|10.0|0.0|0.0|0.0|4794|2125.0|303.57142857142856|361.0|51.57142857142857|16.0|31.0|22.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|2.0|99.0|27.0|0.0|2.0|2.0|7.0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
20440|loratadine|Allergic Rhinitis|1|NCT03376594|2018-02-01|60.0||1.0|2.0|2.0|1|0|1|0|1|1|1|20.0|70.0|1.0|0.0|2.0|0.0|186|60.0|60.0|||1.0|2.0|2.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|20.0|70.0|1.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
15464|lorazepam|Anxiety|1|NCT00807937|2009-05-31|369.0|5.0|1.0|4.0|4.0|1|0|0|1|0|1|1|18.0|65.0|51.0|1.0|2.0|0.0|167|369.0|369.0|5.0|5.0|1.0|4.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|51.0|1.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
15463|lorazepam|Anxiety|1|NCT03180632|2018-06-01|98.0||1.0|7.0|3.0|1|1|1|0|0|1|1|9.0|18.0|1.0|0.0|2.0|0.0|3455|467.0|233.5|5.0|5.0|2.0|11.0|7.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|9.0|65.0|51.0|1.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
694|losartan|Hypertension|1|NCT00942344|2007-12-31|320.0|7.0|1.0|3.0|1.0|1|0|1|0|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|230|320.0|320.0|7.0|7.0|1.0|3.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|18.0|75.0|1.0|0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
695|losartan|Hypertension|1|NCT01371747|2013-05-31|324.0|23.0|1.0|8.0|6.0|1|0|0|0|0|1|1|30.0|80.0|43.0|0.0|2.0|1.0|2208|644.0|322.0|30.0|15.0|2.0|11.0|7.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|18.0|80.0|43.0|0.0|2.0|1.0|2.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
701|losartan|Hypertension|1|NCT01637623|2015-06-30|87.0|36.0|1.0|10.0|3.0|1|0|0|1|0|1|1|21.0|65.0|4.0|1.0|2.0|1.0|2968|731.0|243.66666666666666|66.0|22.0|3.0|21.0|10.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|80.0|43.0|1.0|2.0|1.0|3.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
705|losartan|Hypertension|1|NCT03217825|2018-02-08|240.0||1.0|3.0|4.0|1|0|1|0|0|1|1|25.0|60.0|1.0|1.0|2.0|0.0|3922|971.0|242.75|66.0|22.0|4.0|24.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|80.0|43.0|1.0|2.0|1.0|4.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
693|losartan|Hypertension|1|NCT03897868|2020-02-26|248.0||1.0|5.0|7.0|1|0|1|0|0|1|1|19.0|99.0|1.0|0.0|0.0|0.0|4670|1219.0|243.8|66.0|22.0|5.0|29.0|21.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|43.0|1.0|2.0|1.0|5.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
703|losartan|Hypertension|1|NCT02373241|2021-02-28|1.0|71.0|1.0|2.0|2.0|1|1|1|1|1|1|1|5.0|25.0|1.0|0.0|1.0|1.0|5038|1220.0|203.33333333333334|137.0|34.25|6.0|31.0|23.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|5.0|99.0|43.0|1.0|2.0|1.0|6.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22177|losartan|Other Infection|1|NCT04312009|2021-02-01|205.0||1.0|13.0|2.0|1|0|0|1|0|1|1|18.0|99.0|13.0|1.0|2.0|0.0|298|205.0|205.0|||1.0|13.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|13.0|1.0|2.0|0.0|1.5|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22179|losartan|Other Infection|1|NCT04311177|2021-02-01|117.0||1.0|10.0|2.0|1|0|0|1|0|1|1|18.0|99.0|4.0|0.0|2.0|0.0|298|322.0|161.0|||2.0|23.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|13.0|1.0|2.0|0.0|1.5|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21138|luaa39959|Bipolar Disorder|0|NCT00771134|2009-06-30|105.0|6.0|1.0|1.0|3.0|1|0|1|1|0|1|1|18.0|65.0|1.0|0.0|2.0|1.0|197|105.0|105.0|6.0|6.0|1.0|1.0|3.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|65.0|1.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
18061|luaf11167|Schizophrenia|0|NCT03929497|2020-09-01|96.0||1.0|6.0|1.0|1|0|0|0|0|1|1|18.0|99.0|30.0|0.0|0.0|0.0|498|96.0|96.0|||1.0|6.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|99.0|30.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
590|lucanthone|Lung, Non-Small Cell|0|NCT02014545|2017-11-29|0.0||1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|2.0|1.0|684|0.0|0.0|||1.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|70.0|1.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
591|lucanthone|Metastatic Cancer|0|NCT02014545|2017-11-29|0.0||1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|0.0|0.0|684|0.0|0.0|||1.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|70.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
24127|lumicitabine|Respiratory Infections|0|NCT03333317|2018-03-23|7.0||1.0|38.0|3.0|0|1|0|1|0|1|1|28.0|36.0|29.0|0.0|2.0|1.0|514|7.0|7.0|||1.0|38.0|3.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|28.0|36.0|29.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
24158|lumicitabine|Respiratory Infections|0|NCT02935673|2018-07-17|49.0||7.0|34.0|3.0|1|0|0|1|0|1|1|18.0|99.0|110.0|0.0|2.0|1.0|630|56.0|28.0|||8.0|72.0|6.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|110.0|0.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
24098|lumicitabine|Respiratory Infections|0|NCT03332459|2020-04-13|7.0||2.0|6.0|2.0|0|1|0|0|0|1|1|56.0|39.0|4.0|0.0|2.0|1.0|1266|63.0|21.0|||10.0|78.0|8.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|110.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
17953|lurasidone|Schizophrenia|1|NCT00088634|2004-12-31|180.0|7.0|1.0|3.0|2.0|1|0|0|1|0|1|1|18.0|64.0|22.0|0.0|2.0|0.0|230|180.0|180.0|7.0|7.0|1.0|3.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|64.0|22.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
17952|lurasidone|Schizophrenia|1|NCT03557931|2019-10-21|233.0||6.0|2.0|3.0|1|0|0|1|0|1|1|18.0|55.0|27.0|0.0|0.0|0.0|5637|413.0|206.5|7.0|7.0|7.0|5.0|5.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|64.0|27.0|0.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
7011|ly2090314|Unspecified Cancer|0|NCT01214603|2012-12-31|20.0|25.0|1.0|7.0|1.0|1|0|0|1|0|1|1|18.0|99.0|4.0|1.0|2.0|0.0|777|20.0|20.0|25.0|25.0|1.0|7.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|4.0|1.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7010|ly2090314|Unspecified Cancer|0|NCT01632306|2015-06-30|13.0|27.0|1.0|4.0|3.0|1|0|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|1688|33.0|16.5|52.0|26.0|2.0|11.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|4.0|1.0|2.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
15880|ly2189102|Rheumatoid Arthritis|0|NCT00380744|2007-11-30|121.0|24.0|1.0|5.0|5.0|1|0|0|1|0|1|1|18.0|75.0|14.0|1.0|0.0|0.0|745|121.0|121.0|24.0|24.0|1.0|5.0|5.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|75.0|14.0|1.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
14729|ly2189102|Type 2 Diabetes|0|NCT00942188|2010-11-30|106.0|17.0|1.0|7.0|4.0|1|0|0|1|0|1|1|20.0|75.0|18.0|0.0|2.0|0.0|533|106.0|106.0|17.0|17.0|1.0|7.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|20.0|75.0|18.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
23320|ly2300559|Head/Neck|0|NCT01184508|2012-04-30|87.0|15.0|1.0|9.0|2.0|1|0|0|1|0|1|1|18.0|65.0|12.0|1.0|2.0|0.0|471|87.0|87.0|15.0|15.0|1.0|9.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|12.0|1.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
23322|ly2300559|Migraine|0|NCT01184508|2012-04-30|87.0|15.0|1.0|9.0|2.0|1|0|0|1|0|1|1|18.0|65.0|12.0|1.0|2.0|0.0|471|87.0|87.0|15.0|15.0|1.0|9.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|12.0|1.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
14920|ly2428757|Type 2 Diabetes|0|NCT00804986|2010-01-31|247.0|13.0|1.0|13.0|6.0|1|0|0|1|0|1|1|18.0|70.0|60.0|0.0|2.0|1.0|412|247.0|247.0|13.0|13.0|1.0|13.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|70.0|60.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
23318|ly2590443|Head/Neck|0|NCT00804973|2009-05-31|120.0|6.0|1.0|9.0|3.0|1|0|0|1|1|1|1|18.0|65.0|19.0|0.0|2.0|0.0|197|120.0|120.0|6.0|6.0|1.0|9.0|3.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|18.0|65.0|19.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
23319|ly2590443|Migraine|0|NCT00804973|2009-05-31|120.0|6.0|1.0|9.0|3.0|1|0|0|1|1|1|1|18.0|65.0|19.0|0.0|2.0|0.0|197|120.0|120.0|6.0|6.0|1.0|9.0|3.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|18.0|65.0|19.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
21616|ly2623091|Diabetic Complications|0|NCT01427972|2013-03-31|42.0|18.0|1.0|3.0|4.0|1|0|0|0|0|1|1|18.0|75.0|4.0|0.0|2.0|0.0|563|42.0|42.0|18.0|18.0|1.0|3.0|4.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|75.0|4.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
22760|ly2623091|Hypertension|0|NCT02194465|2015-03-31|304.0|7.0|1.0|4.0|7.0|1|0|0|1|0|1|1|18.0|80.0|43.0|0.0|1.0|0.0|228|304.0|304.0|7.0|7.0|1.0|4.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|80.0|43.0|0.0|1.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
19393|ly2886721|Alzheimer's Disease|0|NCT01561430|2013-08-31|70.0|17.0|2.0|6.0|4.0|1|0|0|1|0|1|1|55.0|99.0|34.0|0.0|2.0|1.0|534|70.0|70.0|17.0|17.0|2.0|6.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|55.0|99.0|34.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
20909|ly2940094|Alcohol Dependence|0|NCT01798303|2014-06-30|88.0|11.0|1.0|4.0|2.0|1|0|0|1|0|1|1|21.0|65.0|5.0|0.0|2.0|0.0|350|88.0|88.0|11.0|11.0|1.0|4.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|21.0|65.0|5.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
19564|ly2940094|Neurological & Mental Health|0|NCT01724112|2014-03-31|136.0|16.0|1.0|8.0|2.0|1|0|0|1|0|1|1|18.0|65.0|10.0|0.0|2.0|0.0|501|136.0|136.0|16.0|16.0|1.0|8.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|10.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
8158|ly3023703|Pain (nociceptive)|0|NCT01872910|2013-10-31|124.0|4.0|1.0|7.0|3.0|1|0|1|1|1|1|1|18.0|45.0|1.0|0.0|2.0|0.0|138|124.0|124.0|4.0|4.0|1.0|7.0|3.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|18.0|45.0|1.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
14604|ly3053102|Type 2 Diabetes|0|NCT02020616|2015-02-28|60.0|14.0|1.0|11.0|4.0|1|0|0|1|0|1|1|21.0|99.0|5.0|0.0|0.0|0.0|440|60.0|60.0|14.0|14.0|1.0|11.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|21.0|99.0|5.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
19377|ly3202626|Alzheimer's Disease|0|NCT02791191|2018-07-02|316.0||1.0|8.0|3.0|1|0|0|1|0|1|1|55.0|85.0|76.0|0.0|2.0|2.0|746|316.0|316.0|||1.0|8.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|55.0|85.0|76.0|0.0|2.0|2.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
19381|ly3202626|Alzheimer's Disease|0|NCT03367403|2020-12-04|272.0||1.0|7.0|3.0|1|0|0|1|0|1|1|60.0|85.0|61.0|0.0|2.0|2.0|1632|588.0|294.0|||2.0|15.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|55.0|85.0|76.0|0.0|2.0|2.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
271|ly3499446|Colorectal (Oncology)|0|NCT04165031|2020-10-30|5.0||3.0|8.0|6.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|337|5.0|5.0|||3.0|8.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
121|ly3499446|Lung, Non-Small Cell|0|NCT04165031|2020-10-30|5.0||3.0|8.0|6.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|337|5.0|5.0|||3.0|8.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
277|ly3499446|Unspecified Solid Tumor|0|NCT04165031|2020-10-30|5.0||3.0|8.0|6.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|337|5.0|5.0|||3.0|8.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
14695|ly377604|Obesity|0|NCT00993421|2010-06-30|343.0|8.0|1.0|19.0|7.0|1|0|0|1|0|1|1|21.0|65.0|21.0|0.0|0.0|0.0|258|343.0|343.0|8.0|8.0|1.0|19.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|21.0|65.0|21.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
